TRIPID,alt,CAD_TotalTC,C2PT_HwyT,HHSIZE,W2PT_TotalTT,Chosen_Mode,adul_veh,HwyDist,TOT_WWORKER,TOT_VEHS,C2PT_TotalTT,HwyCost,WalkT,TOT_BWORKER,emp_dens,veh_per,C2PT_TotalTC,CBDParkCost,C2PT_HwyC,TOT_SCHOOL,TOT_TERTIARY,C2PT_Fare,TOT_ADULTS,ivt,wt,act,tt,tc,av
903,cycle,347.12,0.9,1,78.18,False,0,23.14,1,1,73.32,347.12,276.0,0,705.97,1.0,337.35,0,7.35,0,0,330,1,0.0,0.0,0.0,92.0,0.0,1
903,kr,347.12,0.9,1,78.18,False,0,23.14,1,1,73.32,347.12,276.0,0,705.97,1.0,337.35,0,7.35,0,0,330,1,48.94,15.3,8.18,73.32,79.77,1
903,pr,347.12,0.9,1,78.18,False,0,23.14,1,1,73.32,347.12,276.0,0,705.97,1.0,337.35,0,7.35,0,0,330,1,48.94,15.3,8.18,73.32,79.77,1
903,w2pt,347.12,0.9,1,78.18,False,0,23.14,1,1,73.32,347.12,276.0,0,705.97,1.0,337.35,0,7.35,0,0,330,1,48.94,15.3,13.94,78.18,330.0,1
903,walk,347.12,0.9,1,78.18,False,0,23.14,1,1,73.32,347.12,276.0,0,705.97,1.0,337.35,0,7.35,0,0,330,1,0.0,0.0,0.0,276.0,0.0,1
904,cad,1605.26,0.9,1,29.45,False,0,9.68,1,1,30.91,145.26,113.52,0,101455.07,1.0,297.35,1460,7.35,0,0,290,1,0.0,0.0,0.0,20.38,145.26,1
904,cap,1605.26,0.9,1,29.45,False,0,9.68,1,1,30.91,145.26,113.52,0,101455.07,1.0,297.35,1460,7.35,0,0,290,1,0.0,0.0,0.0,20.38,145.26,1
904,cycle,1605.26,0.9,1,29.45,False,0,9.68,1,1,30.91,145.26,113.52,0,101455.07,1.0,297.35,1460,7.35,0,0,290,1,0.0,0.0,0.0,37.84,0.0,1
904,kr,1605.26,0.9,1,29.45,False,0,9.68,1,1,30.91,145.26,113.52,0,101455.07,1.0,297.35,1460,7.35,0,0,290,1,23.0,3.29,3.72,30.91,37.36,1
904,pr,1605.26,0.9,1,29.45,False,0,9.68,1,1,30.91,145.26,113.52,0,101455.07,1.0,297.35,1460,7.35,0,0,290,1,23.0,3.29,3.72,30.91,37.36,1
904,w2pt,1605.26,0.9,1,29.45,True,0,9.68,1,1,30.91,145.26,113.52,0,101455.07,1.0,297.35,1460,7.35,0,0,290,1,17.75,5.0,6.7,29.45,290.0,1
904,walk,1605.26,0.9,1,29.45,False,0,9.68,1,1,30.91,145.26,113.52,0,101455.07,1.0,297.35,1460,7.35,0,0,290,1,0.0,0.0,0.0,113.52,0.0,1
905,cad,358.62,2.35,2,74.95,True,1,23.9,2,1,68.14,358.62,291.0,0,299.35,0.5,388.11,0,18.11,0,0,370,2,0.0,0.0,0.0,29.2,358.62,1
905,cap,358.62,2.35,2,74.95,False,1,23.9,2,1,68.14,358.62,291.0,0,299.35,0.5,388.11,0,18.11,0,0,370,2,0.0,0.0,0.0,29.2,358.62,1
905,cycle,358.62,2.35,2,74.95,False,1,23.9,2,1,68.14,358.62,291.0,0,299.35,0.5,388.11,0,18.11,0,0,370,2,0.0,0.0,0.0,97.0,0.0,1
905,kr,358.62,2.35,2,74.95,False,1,23.9,2,1,68.14,358.62,291.0,0,299.35,0.5,388.11,0,18.11,0,0,370,2,28.42,11.57,25.8,68.14,83.9,1
905,pr,358.62,2.35,2,74.95,False,1,23.9,2,1,68.14,358.62,291.0,0,299.35,0.5,388.11,0,18.11,0,0,370,2,28.42,11.57,25.8,68.14,83.9,1
905,w2pt,358.62,2.35,2,74.95,False,1,23.9,2,1,68.14,358.62,291.0,0,299.35,0.5,388.11,0,18.11,0,0,370,2,26.42,11.57,36.96,74.95,370.0,1
905,walk,358.62,2.35,2,74.95,False,1,23.9,2,1,68.14,358.62,291.0,0,299.35,0.5,388.11,0,18.11,0,0,370,2,0.0,0.0,0.0,291.0,0.0,1
906,cad,1531.16,2.35,2,19.4,False,1,4.74,2,1,14.63,71.16,56.04,0,78855.41,0.5,268.11,1460,18.11,0,0,250,2,0.0,0.0,0.0,10.64,71.16,1
906,cap,1531.16,2.35,2,19.4,False,1,4.74,2,1,14.63,71.16,56.04,0,78855.41,0.5,268.11,1460,18.11,0,0,250,2,0.0,0.0,0.0,10.64,71.16,1
906,cycle,1531.16,2.35,2,19.4,False,1,4.74,2,1,14.63,71.16,56.04,0,78855.41,0.5,268.11,1460,18.11,0,0,250,2,0.0,0.0,0.0,18.68,0.0,1
906,kr,1531.16,2.35,2,19.4,False,1,4.74,2,1,14.63,71.16,56.04,0,78855.41,0.5,268.11,1460,18.11,0,0,250,2,7.56,0.72,4.0,14.63,30.39,1
906,pr,1531.16,2.35,2,19.4,False,1,4.74,2,1,14.63,71.16,56.04,0,78855.41,0.5,268.11,1460,18.11,0,0,250,2,7.56,0.72,4.0,14.63,30.39,1
906,w2pt,1531.16,2.35,2,19.4,True,1,4.74,2,1,14.63,71.16,56.04,0,78855.41,0.5,268.11,1460,18.11,0,0,250,2,11.88,2.5,5.02,19.4,250.0,1
906,walk,1531.16,2.35,2,19.4,False,1,4.74,2,1,14.63,71.16,56.04,0,78855.41,0.5,268.11,1460,18.11,0,0,250,2,0.0,0.0,0.0,56.04,0.0,1
907,cad,412.02,2.35,1,81.36,True,0,27.46,1,1,74.55,412.02,333.72,0,233.37,1.0,388.11,0,18.11,0,0,370,1,0.0,0.0,0.0,34.91,412.02,1
907,cap,412.02,2.35,1,81.36,False,0,27.46,1,1,74.55,412.02,333.72,0,233.37,1.0,388.11,0,18.11,0,0,370,1,0.0,0.0,0.0,34.91,412.02,1
907,cycle,412.02,2.35,1,81.36,False,0,27.46,1,1,74.55,412.02,333.72,0,233.37,1.0,388.11,0,18.11,0,0,370,1,0.0,0.0,0.0,111.24,0.0,1
907,kr,412.02,2.35,1,81.36,False,0,27.46,1,1,74.55,412.02,333.72,0,233.37,1.0,388.11,0,18.11,0,0,370,1,49.11,11.57,11.52,74.55,90.31,1
907,pr,412.02,2.35,1,81.36,False,0,27.46,1,1,74.55,412.02,333.72,0,233.37,1.0,388.11,0,18.11,0,0,370,1,49.11,11.57,11.52,74.55,90.31,1
907,w2pt,412.02,2.35,1,81.36,False,0,27.46,1,1,74.55,412.02,333.72,0,233.37,1.0,388.11,0,18.11,0,0,370,1,47.11,11.57,22.68,81.36,370.0,1
907,walk,412.02,2.35,1,81.36,False,0,27.46,1,1,74.55,412.02,333.72,0,233.37,1.0,388.11,0,18.11,0,0,370,1,0.0,0.0,0.0,333.72,0.0,1
908,cad,1533.36,2.35,1,16.96,False,1,4.89,1,0,13.46,73.36,58.08,0,75921.1,0.0,268.11,1460,18.11,0,0,250,1,0.0,0.0,0.0,11.24,73.36,1
908,cap,1533.36,2.35,1,16.96,False,1,4.89,1,0,13.46,73.36,58.08,0,75921.1,0.0,268.11,1460,18.11,0,0,250,1,0.0,0.0,0.0,11.24,73.36,1
908,cycle,1533.36,2.35,1,16.96,False,1,4.89,1,0,13.46,73.36,58.08,0,75921.1,0.0,268.11,1460,18.11,0,0,250,1,0.0,0.0,0.0,19.36,0.0,1
908,kr,1533.36,2.35,1,16.96,False,1,4.89,1,0,13.46,73.36,58.08,0,75921.1,0.0,268.11,1460,18.11,0,0,250,1,6.69,0.69,3.73,13.46,29.22,1
908,pr,1533.36,2.35,1,16.96,False,1,4.89,1,0,13.46,73.36,58.08,0,75921.1,0.0,268.11,1460,18.11,0,0,250,1,6.69,0.69,3.73,13.46,29.22,1
908,w2pt,1533.36,2.35,1,16.96,True,1,4.89,1,0,13.46,73.36,58.08,0,75921.1,0.0,268.11,1460,18.11,0,0,250,1,9.24,2.5,5.22,16.96,250.0,1
908,walk,1533.36,2.35,1,16.96,False,1,4.89,1,0,13.46,73.36,58.08,0,75921.1,0.0,268.11,1460,18.11,0,0,250,1,0.0,0.0,0.0,58.08,0.0,1
909,cad,308.45,2.35,2,51.3,True,0,20.56,1,2,44.49,308.45,251.16,1,1155.01,1.0,348.11,0,18.11,0,0,330,2,0.0,0.0,0.0,23.87,308.45,1
909,cap,308.45,2.35,2,51.3,False,0,20.56,1,2,44.49,308.45,251.16,1,1155.01,1.0,348.11,0,18.11,0,0,330,2,0.0,0.0,0.0,23.87,308.45,1
909,cycle,308.45,2.35,2,51.3,False,0,20.56,1,2,44.49,308.45,251.16,1,1155.01,1.0,348.11,0,18.11,0,0,330,2,0.0,0.0,0.0,83.72,0.0,1
909,kr,308.45,2.35,2,51.3,False,0,20.56,1,2,44.49,308.45,251.16,1,1155.01,1.0,348.11,0,18.11,0,0,330,2,24.08,8.78,9.28,44.49,60.25,1
909,pr,308.45,2.35,2,51.3,False,0,20.56,1,2,44.49,308.45,251.16,1,1155.01,1.0,348.11,0,18.11,0,0,330,2,24.08,8.78,9.28,44.49,60.25,1
909,w2pt,308.45,2.35,2,51.3,False,0,20.56,1,2,44.49,308.45,251.16,1,1155.01,1.0,348.11,0,18.11,0,0,330,2,22.08,8.78,20.44,51.3,330.0,1
909,walk,308.45,2.35,2,51.3,False,0,20.56,1,2,44.49,308.45,251.16,1,1155.01,1.0,348.11,0,18.11,0,0,330,2,0.0,0.0,0.0,251.16,0.0,1
910,cad,378.08,2.35,2,58.56,True,0,25.2,1,2,51.75,378.08,302.52,1,343.41,1.0,388.11,0,18.11,0,0,370,2,0.0,0.0,0.0,30.25,378.08,1
910,cap,378.08,2.35,2,58.56,False,0,25.2,1,2,51.75,378.08,302.52,1,343.41,1.0,388.11,0,18.11,0,0,370,2,0.0,0.0,0.0,30.25,378.08,1
910,cycle,378.08,2.35,2,58.56,False,0,25.2,1,2,51.75,378.08,302.52,1,343.41,1.0,388.11,0,18.11,0,0,370,2,0.0,0.0,0.0,100.84,0.0,1
910,kr,378.08,2.35,2,58.56,False,0,25.2,1,2,51.75,378.08,302.52,1,343.41,1.0,388.11,0,18.11,0,0,370,2,32.07,11.57,5.76,51.75,67.51,1
910,pr,378.08,2.35,2,58.56,False,0,25.2,1,2,51.75,378.08,302.52,1,343.41,1.0,388.11,0,18.11,0,0,370,2,32.07,11.57,5.76,51.75,67.51,1
910,w2pt,378.08,2.35,2,58.56,False,0,25.2,1,2,51.75,378.08,302.52,1,343.41,1.0,388.11,0,18.11,0,0,370,2,30.07,11.57,16.92,58.56,370.0,1
910,walk,378.08,2.35,2,58.56,False,0,25.2,1,2,51.75,378.08,302.52,1,343.41,1.0,388.11,0,18.11,0,0,370,2,0.0,0.0,0.0,302.52,0.0,1
911,cad,100.8,2.35,2,29.94,False,2,6.72,2,0,27.05,100.8,96.36,0,19.35,0.0,268.11,0,18.11,0,0,250,2,0.0,0.0,0.0,11.94,100.8,1
911,cap,100.8,2.35,2,29.94,False,2,6.72,2,0,27.05,100.8,96.36,0,19.35,0.0,268.11,0,18.11,0,0,250,2,0.0,0.0,0.0,11.94,100.8,1
911,cycle,100.8,2.35,2,29.94,False,2,6.72,2,0,27.05,100.8,96.36,0,19.35,0.0,268.11,0,18.11,0,0,250,2,0.0,0.0,0.0,32.12,0.0,1
911,kr,100.8,2.35,2,29.94,False,2,6.72,2,0,27.05,100.8,96.36,0,19.35,0.0,268.11,0,18.11,0,0,250,2,11.46,6.88,6.36,27.05,42.81,1
911,pr,100.8,2.35,2,29.94,False,2,6.72,2,0,27.05,100.8,96.36,0,19.35,0.0,268.11,0,18.11,0,0,250,2,11.46,6.88,6.36,27.05,42.81,1
911,w2pt,100.8,2.35,2,29.94,True,2,6.72,2,0,27.05,100.8,96.36,0,19.35,0.0,268.11,0,18.11,0,0,250,2,9.65,7.39,12.9,29.94,250.0,1
911,walk,100.8,2.35,2,29.94,False,2,6.72,2,0,27.05,100.8,96.36,0,19.35,0.0,268.11,0,18.11,0,0,250,2,0.0,0.0,0.0,96.36,0.0,1
912,cad,195.39,2.35,3,47.15,False,2,13.02,1,1,43.18,195.39,154.32,0,536.88,0.333333333,308.11,0,18.11,0,2,290,3,0.0,0.0,0.0,25.8,195.39,1
912,cap,195.39,2.35,3,47.15,False,2,13.02,1,1,43.18,195.39,154.32,0,536.88,0.333333333,308.11,0,18.11,0,2,290,3,0.0,0.0,0.0,25.8,195.39,1
912,cycle,195.39,2.35,3,47.15,False,2,13.02,1,1,43.18,195.39,154.32,0,536.88,0.333333333,308.11,0,18.11,0,2,290,3,0.0,0.0,0.0,51.44,0.0,1
912,kr,195.39,2.35,3,47.15,True,2,13.02,1,1,43.18,195.39,154.32,0,536.88,0.333333333,308.11,0,18.11,0,2,290,3,26.75,3.75,10.33,43.18,58.94,1
912,pr,195.39,2.35,3,47.15,False,2,13.02,1,1,43.18,195.39,154.32,0,536.88,0.333333333,308.11,0,18.11,0,2,290,3,26.75,3.75,10.33,43.18,58.94,1
912,w2pt,195.39,2.35,3,47.15,False,2,13.02,1,1,43.18,195.39,154.32,0,536.88,0.333333333,308.11,0,18.11,0,2,290,3,28.51,5.75,12.89,47.15,290.0,1
912,walk,195.39,2.35,3,47.15,False,2,13.02,1,1,43.18,195.39,154.32,0,536.88,0.333333333,308.11,0,18.11,0,2,290,3,0.0,0.0,0.0,154.32,0.0,1
913,cad,86.55,4.83,1,33.57,False,1,5.77,1,0,28.11,86.55,69.24,0,340.32,0.0,269.4,0,59.4,0,0,210,1,0.0,0.0,0.0,7.72,86.55,1
913,cap,86.55,4.83,1,33.57,False,1,5.77,1,0,28.11,86.55,69.24,0,340.32,0.0,269.4,0,59.4,0,0,210,1,0.0,0.0,0.0,7.72,86.55,1
913,cycle,86.55,4.83,1,33.57,False,1,5.77,1,0,28.11,86.55,69.24,0,340.32,0.0,269.4,0,59.4,0,0,210,1,0.0,0.0,0.0,23.08,0.0,1
913,kr,86.55,4.83,1,33.57,False,1,5.77,1,0,28.11,86.55,69.24,0,340.32,0.0,269.4,0,59.4,0,0,210,1,0.0,0.0,23.28,28.11,82.68,0
913,pr,86.55,4.83,1,33.57,False,1,5.77,1,0,28.11,86.55,69.24,0,340.32,0.0,269.4,0,59.4,0,0,210,1,0.0,0.0,23.28,28.11,82.68,0
913,w2pt,86.55,4.83,1,33.57,True,1,5.77,1,0,28.11,86.55,69.24,0,340.32,0.0,269.4,0,59.4,0,0,210,1,6.31,14.15,13.11,33.57,250.0,1
913,walk,86.55,4.83,1,33.57,False,1,5.77,1,0,28.11,86.55,69.24,0,340.32,0.0,269.4,0,59.4,0,0,210,1,0.0,0.0,0.0,69.24,0.0,1
914,cad,86.55,4.83,1,33.57,False,1,5.77,1,0,28.11,86.55,69.24,0,340.32,0.0,269.4,0,59.4,0,0,210,1,0.0,0.0,0.0,7.72,86.55,1
914,cap,86.55,4.83,1,33.57,True,1,5.77,1,0,28.11,86.55,69.24,0,340.32,0.0,269.4,0,59.4,0,0,210,1,0.0,0.0,0.0,7.72,86.55,1
914,cycle,86.55,4.83,1,33.57,False,1,5.77,1,0,28.11,86.55,69.24,0,340.32,0.0,269.4,0,59.4,0,0,210,1,0.0,0.0,0.0,23.08,0.0,1
914,kr,86.55,4.83,1,33.57,False,1,5.77,1,0,28.11,86.55,69.24,0,340.32,0.0,269.4,0,59.4,0,0,210,1,0.0,0.0,23.28,28.11,82.68,0
914,pr,86.55,4.83,1,33.57,False,1,5.77,1,0,28.11,86.55,69.24,0,340.32,0.0,269.4,0,59.4,0,0,210,1,0.0,0.0,23.28,28.11,82.68,0
914,w2pt,86.55,4.83,1,33.57,False,1,5.77,1,0,28.11,86.55,69.24,0,340.32,0.0,269.4,0,59.4,0,0,210,1,6.31,14.15,13.11,33.57,250.0,1
914,walk,86.55,4.83,1,33.57,False,1,5.77,1,0,28.11,86.55,69.24,0,340.32,0.0,269.4,0,59.4,0,0,210,1,0.0,0.0,0.0,69.24,0.0,1
915,cad,1589.11,4.56,2,29.77,False,1,8.6,2,1,27.23,129.11,102.72,0,172645.38,0.5,286.9,1460,36.9,0,0,250,2,0.0,0.0,0.0,18.14,129.11,1
915,cap,1589.11,4.56,2,29.77,False,1,8.6,2,1,27.23,129.11,102.72,0,172645.38,0.5,286.9,1460,36.9,0,0,250,2,0.0,0.0,0.0,18.14,129.11,1
915,cycle,1589.11,4.56,2,29.77,False,1,8.6,2,1,27.23,129.11,102.72,0,172645.38,0.5,286.9,1460,36.9,0,0,250,2,0.0,0.0,0.0,34.24,0.0,1
915,kr,1589.11,4.56,2,29.77,False,1,8.6,2,1,27.23,129.11,102.72,0,172645.38,0.5,286.9,1460,36.9,0,0,250,2,18.0,2.87,1.8,27.23,59.57,1
915,pr,1589.11,4.56,2,29.77,False,1,8.6,2,1,27.23,129.11,102.72,0,172645.38,0.5,286.9,1460,36.9,0,0,250,2,18.0,2.87,1.8,27.23,59.57,1
915,w2pt,1589.11,4.56,2,29.77,True,1,8.6,2,1,27.23,129.11,102.72,0,172645.38,0.5,286.9,1460,36.9,0,0,250,2,18.15,3.0,8.62,29.77,250.0,1
915,walk,1589.11,4.56,2,29.77,False,1,8.6,2,1,27.23,129.11,102.72,0,172645.38,0.5,286.9,1460,36.9,0,0,250,2,0.0,0.0,0.0,102.72,0.0,1
916,cad,231.6,6.0,2,44.66,True,1,15.44,2,1,52.91,231.6,185.28,0,1354.17,0.5,345.2,0,55.2,0,0,290,2,0.0,0.0,0.0,22.65,231.6,1
916,cap,231.6,6.0,2,44.66,False,1,15.44,2,1,52.91,231.6,185.28,0,1354.17,0.5,345.2,0,55.2,0,0,290,2,0.0,0.0,0.0,22.65,231.6,1
916,cycle,231.6,6.0,2,44.66,False,1,15.44,2,1,52.91,231.6,185.28,0,1354.17,0.5,345.2,0,55.2,0,0,290,2,0.0,0.0,0.0,61.76,0.0,1
916,kr,231.6,6.0,2,44.66,False,1,15.44,2,1,52.91,231.6,185.28,0,1354.17,0.5,345.2,0,55.2,0,0,290,2,14.95,14.56,17.4,52.91,102.11,1
916,pr,231.6,6.0,2,44.66,False,1,15.44,2,1,52.91,231.6,185.28,0,1354.17,0.5,345.2,0,55.2,0,0,290,2,14.95,14.56,17.4,52.91,102.11,1
916,w2pt,231.6,6.0,2,44.66,False,1,15.44,2,1,52.91,231.6,185.28,0,1354.17,0.5,345.2,0,55.2,0,0,290,2,18.07,8.77,17.82,44.66,330.0,1
916,walk,231.6,6.0,2,44.66,False,1,15.44,2,1,52.91,231.6,185.28,0,1354.17,0.5,345.2,0,55.2,0,0,290,2,0.0,0.0,0.0,185.28,0.0,1
917,cad,478.05,4.56,2,111.62,True,0,31.87,1,1,103.2,478.05,382.44,0,85.7,1.0,456.9,0,36.9,1,0,420,1,0.0,0.0,0.0,41.69,478.05,1
917,cap,478.05,4.56,2,111.62,False,0,31.87,1,1,103.2,478.05,382.44,0,85.7,1.0,456.9,0,36.9,1,0,420,1,0.0,0.0,0.0,41.69,478.05,1
917,cycle,478.05,4.56,2,111.62,False,0,31.87,1,1,103.2,478.05,382.44,0,85.7,1.0,456.9,0,36.9,1,0,420,1,0.0,0.0,0.0,127.48,0.0,1
917,kr,478.05,4.56,2,111.62,False,0,31.87,1,1,103.2,478.05,382.44,0,85.7,1.0,456.9,0,36.9,1,0,420,1,50.69,9.07,38.88,103.2,135.54,1
917,pr,478.05,4.56,2,111.62,False,0,31.87,1,1,103.2,478.05,382.44,0,85.7,1.0,456.9,0,36.9,1,0,420,1,50.69,9.07,38.88,103.2,135.54,1
917,w2pt,478.05,4.56,2,111.62,False,0,31.87,1,1,103.2,478.05,382.44,0,85.7,1.0,456.9,0,36.9,1,0,420,1,52.62,10.88,48.12,111.62,460.0,1
917,walk,478.05,4.56,2,111.62,False,0,31.87,1,1,103.2,478.05,382.44,0,85.7,1.0,456.9,0,36.9,1,0,420,1,0.0,0.0,0.0,382.44,0.0,1
918,cad,340.12,4.56,2,87.94,True,0,22.67,1,2,76.59,340.12,278.64,1,1507.03,1.0,406.9,0,36.9,0,0,370,2,0.0,0.0,0.0,32.47,340.12,1
918,cap,340.12,4.56,2,87.94,False,0,22.67,1,2,76.59,340.12,278.64,1,1507.03,1.0,406.9,0,36.9,0,0,370,2,0.0,0.0,0.0,32.47,340.12,1
918,cycle,340.12,4.56,2,87.94,False,0,22.67,1,2,76.59,340.12,278.64,1,1507.03,1.0,406.9,0,36.9,0,0,370,2,0.0,0.0,0.0,92.88,0.0,1
918,kr,340.12,4.56,2,87.94,False,0,22.67,1,2,76.59,340.12,278.64,1,1507.03,1.0,406.9,0,36.9,0,0,370,2,43.59,10.44,18.0,76.59,108.93,1
918,pr,340.12,4.56,2,87.94,False,0,22.67,1,2,76.59,340.12,278.64,1,1507.03,1.0,406.9,0,36.9,0,0,370,2,43.59,10.44,18.0,76.59,108.93,1
918,w2pt,340.12,4.56,2,87.94,False,0,22.67,1,2,76.59,340.12,278.64,1,1507.03,1.0,406.9,0,36.9,0,0,370,2,49.8,10.52,27.62,87.94,370.0,1
918,walk,340.12,4.56,2,87.94,False,0,22.67,1,2,76.59,340.12,278.64,1,1507.03,1.0,406.9,0,36.9,0,0,370,2,0.0,0.0,0.0,278.64,0.0,1
919,cad,216.67,7.17,2,68.07,True,0,14.44,1,2,45.11,216.67,167.52,1,594.02,1.0,309.55,0,59.55,0,0,250,2,0.0,0.0,0.0,32.07,216.67,1
919,cap,216.67,7.17,2,68.07,False,0,14.44,1,2,45.11,216.67,167.52,1,594.02,1.0,309.55,0,59.55,0,0,250,2,0.0,0.0,0.0,32.07,216.67,1
919,cycle,216.67,7.17,2,68.07,False,0,14.44,1,2,45.11,216.67,167.52,1,594.02,1.0,309.55,0,59.55,0,0,250,2,0.0,0.0,0.0,55.84,0.0,1
919,kr,216.67,7.17,2,68.07,False,0,14.44,1,2,45.11,216.67,167.52,1,594.02,1.0,309.55,0,59.55,0,0,250,2,8.58,13.76,15.6,45.11,97.49,1
919,pr,216.67,7.17,2,68.07,False,0,14.44,1,2,45.11,216.67,167.52,1,594.02,1.0,309.55,0,59.55,0,0,250,2,8.58,13.76,15.6,45.11,97.49,1
919,w2pt,216.67,7.17,2,68.07,False,0,14.44,1,2,45.11,216.67,167.52,1,594.02,1.0,309.55,0,59.55,0,0,250,2,11.47,13.76,42.84,68.07,290.0,1
919,walk,216.67,7.17,2,68.07,False,0,14.44,1,2,45.11,216.67,167.52,1,594.02,1.0,309.55,0,59.55,0,0,250,2,0.0,0.0,0.0,167.52,0.0,1
920,cad,1252.27,4.56,2,30.08,False,1,8.15,2,1,27.95,122.27,95.76,0,53003.96,0.5,286.9,1130,36.9,0,0,250,2,0.0,0.0,0.0,17.09,122.27,1
920,cap,1252.27,4.56,2,30.08,False,1,8.15,2,1,27.95,122.27,95.76,0,53003.96,0.5,286.9,1130,36.9,0,0,250,2,0.0,0.0,0.0,17.09,122.27,1
920,cycle,1252.27,4.56,2,30.08,False,1,8.15,2,1,27.95,122.27,95.76,0,53003.96,0.5,286.9,1130,36.9,0,0,250,2,0.0,0.0,0.0,31.92,0.0,1
920,kr,1252.27,4.56,2,30.08,False,1,8.15,2,1,27.95,122.27,95.76,0,53003.96,0.5,286.9,1130,36.9,0,0,250,2,15.0,2.87,5.52,27.95,60.29,1
920,pr,1252.27,4.56,2,30.08,False,1,8.15,2,1,27.95,122.27,95.76,0,53003.96,0.5,286.9,1130,36.9,0,0,250,2,15.0,2.87,5.52,27.95,60.29,1
920,w2pt,1252.27,4.56,2,30.08,True,1,8.15,2,1,27.95,122.27,95.76,0,53003.96,0.5,286.9,1130,36.9,0,0,250,2,15.0,4.68,10.4,30.08,250.0,1
920,walk,1252.27,4.56,2,30.08,False,1,8.15,2,1,27.95,122.27,95.76,0,53003.96,0.5,286.9,1130,36.9,0,0,250,2,0.0,0.0,0.0,95.76,0.0,1
921,cad,151.46,4.56,3,41.58,False,1,10.09,1,0,37.62,151.46,119.04,0,19247.98,0.0,286.9,0,36.9,2,0,250,1,0.0,0.0,0.0,20.81,151.46,1
921,cap,151.46,4.56,3,41.58,False,1,10.09,1,0,37.62,151.46,119.04,0,19247.98,0.0,286.9,0,36.9,2,0,250,1,0.0,0.0,0.0,20.81,151.46,1
921,cycle,151.46,4.56,3,41.58,False,1,10.09,1,0,37.62,151.46,119.04,0,19247.98,0.0,286.9,0,36.9,2,0,250,1,0.0,0.0,0.0,39.68,0.0,1
921,kr,151.46,4.56,3,41.58,False,1,10.09,1,0,37.62,151.46,119.04,0,19247.98,0.0,286.9,0,36.9,2,0,250,1,18.0,5.58,9.48,37.62,69.96,1
921,pr,151.46,4.56,3,41.58,False,1,10.09,1,0,37.62,151.46,119.04,0,19247.98,0.0,286.9,0,36.9,2,0,250,1,18.0,5.58,9.48,37.62,69.96,1
921,w2pt,151.46,4.56,3,41.58,True,1,10.09,1,0,37.62,151.46,119.04,0,19247.98,0.0,286.9,0,36.9,2,0,250,1,20.32,7.02,14.24,41.58,250.0,1
921,walk,151.46,4.56,3,41.58,False,1,10.09,1,0,37.62,151.46,119.04,0,19247.98,0.0,286.9,0,36.9,2,0,250,1,0.0,0.0,0.0,119.04,0.0,1
922,cad,62.1,6.0,2,36.64,True,0,4.14,1,1,39.12,62.1,49.68,0,141.42,1.0,265.2,0,55.2,1,0,210,1,0.0,0.0,0.0,7.08,62.1,1
922,cap,62.1,6.0,2,36.64,False,0,4.14,1,1,39.12,62.1,49.68,0,141.42,1.0,265.2,0,55.2,1,0,210,1,0.0,0.0,0.0,7.08,62.1,1
922,cycle,62.1,6.0,2,36.64,False,0,4.14,1,1,39.12,62.1,49.68,0,141.42,1.0,265.2,0,55.2,1,0,210,1,0.0,0.0,0.0,16.56,0.0,1
922,kr,62.1,6.0,2,36.64,False,0,4.14,1,1,39.12,62.1,49.68,0,141.42,1.0,265.2,0,55.2,1,0,210,1,0.0,0.0,33.12,39.12,88.32,0
922,pr,62.1,6.0,2,36.64,False,0,4.14,1,1,39.12,62.1,49.68,0,141.42,1.0,265.2,0,55.2,1,0,210,1,0.0,0.0,33.12,39.12,88.32,0
922,w2pt,62.1,6.0,2,36.64,False,0,4.14,1,1,39.12,62.1,49.68,0,141.42,1.0,265.2,0,55.2,1,0,210,1,9.44,8.36,18.84,36.64,250.0,1
922,walk,62.1,6.0,2,36.64,False,0,4.14,1,1,39.12,62.1,49.68,0,141.42,1.0,265.2,0,55.2,1,0,210,1,0.0,0.0,0.0,49.68,0.0,1
923,cad,1589.11,4.56,3,29.77,False,1,8.6,2,1,27.23,129.11,102.72,0,172645.38,0.5,286.9,1460,36.9,0,0,250,2,0.0,0.0,0.0,18.14,129.11,1
923,cap,1589.11,4.56,3,29.77,False,1,8.6,2,1,27.23,129.11,102.72,0,172645.38,0.5,286.9,1460,36.9,0,0,250,2,0.0,0.0,0.0,18.14,129.11,1
923,cycle,1589.11,4.56,3,29.77,False,1,8.6,2,1,27.23,129.11,102.72,0,172645.38,0.5,286.9,1460,36.9,0,0,250,2,0.0,0.0,0.0,34.24,0.0,1
923,kr,1589.11,4.56,3,29.77,False,1,8.6,2,1,27.23,129.11,102.72,0,172645.38,0.5,286.9,1460,36.9,0,0,250,2,18.0,2.87,1.8,27.23,59.57,1
923,pr,1589.11,4.56,3,29.77,False,1,8.6,2,1,27.23,129.11,102.72,0,172645.38,0.5,286.9,1460,36.9,0,0,250,2,18.0,2.87,1.8,27.23,59.57,1
923,w2pt,1589.11,4.56,3,29.77,True,1,8.6,2,1,27.23,129.11,102.72,0,172645.38,0.5,286.9,1460,36.9,0,0,250,2,18.15,3.0,8.62,29.77,250.0,1
923,walk,1589.11,4.56,3,29.77,False,1,8.6,2,1,27.23,129.11,102.72,0,172645.38,0.5,286.9,1460,36.9,0,0,250,2,0.0,0.0,0.0,102.72,0.0,1
